post_id,author,timestamp,timestamp_ms,content_text,scrape_time
356771312,Unknown,2025-03-30 10:38:18,1743331098320.0,I'm bullish on $CVX,2025-04-02 14:58:20
356734349,Unknown,2025-03-29 02:04:45,1743213885470.0,I'm bullish on $CVX,2025-04-02 14:58:21
356639918,Unknown,2025-03-26 12:06:07,1742990767852.0,I'm bullish on $CVX,2025-04-02 14:58:21
356599576,Unknown,2025-03-25 12:10:56,1742904656860.0,I'm bullish on $CVX,2025-04-02 14:58:22
356470848,Unknown,2025-03-22 06:16:27,1742624187332.0,I'm bullish on $CVX,2025-04-02 14:58:22
356446490,Unknown,2025-03-21 11:25:49,1742556349679.0,I'm bullish on $CVX,2025-04-02 14:58:23
356368266,Unknown,2025-03-19 08:31:45,1742373105116.0,"$CVX is steady at $1.73, aiming for $4.90. Backed by $TRX and Bitcoin’s dominance, growth potential is high. Keeping an eye on $BTC dominance will help traders spot ideal entries and capitalize on $CVX’s bullish setup.",2025-04-02 14:58:31
356263761,Unknown,2025-03-16 01:52:45,1742089965460.0,I'm bullish on $CVX,2025-04-02 14:58:32
356184061,Unknown,2025-03-13 15:40:45,1741880445066.0,"$CVX $CVX ~ 1W ✅ Analysis
#CVX
Buy gradually from here if you still have a Conviction on this coin with a short -term target of at least 20%+.
#BTC Price Analysis#
#SEC
#CMC Quest: Earn Rewards#",2025-04-02 14:58:32
356155870,Unknown,2025-03-12 20:05:06,1741809906700.0,"$CVX $CVX ~ 1W ✅ Analysis
#CVX
Buy gradually from here if you still have a Conviction on this coin with a short -term target of at least 20%+.
#BTC Price Analysis#
#SEC
#CMC Quest: Earn Rewards#",2025-04-02 14:58:33
355992664,Unknown,2025-03-08 11:53:21,1741434801272.0,"$CVX looking good
load some and hold💰
move incoming 📈

Check my Bio ☝️ for upcoming Signals💸",2025-04-02 14:58:33
355959716,Unknown,2025-03-07 16:43:45,1741365825232.0,"$CVX all the best to all holders and traders , mofo about to go",2025-04-02 14:58:37
355955809,Unknown,2025-03-07 14:30:43,1741357843218.0,"$CVX is steady at $1.73, aiming for $4.90. Backed by $TRX and Bitcoin’s dominance, growth potential is high. Keeping an eye on $BTC dominance will help traders spot ideal entries and capitalize on $CVX’s bullish setup.",2025-04-02 14:58:49
355905137,Unknown,2025-03-06 04:44:33,1741236273267.0,"Coinbase adds $PYTH, $OSMO and $CVX trading for New York residents
Coinbase Exchange announced on X that New York residents can now trade Pyth Network (PYTH), Osmosis (OSMO) and Convex Finance (CVX).",2025-04-02 14:59:02
